Name,observation_value,Trait,Year
PI594834A,44.2,protein,2021
PI597480A,44.2,protein,2021
PI603678A,44.2,protein,2021
PI603433A,44.2,protein,2021
PI603698C,44.2,protein,2021
PI603570C,44.2,protein,2021
PI605779E,44.2,protein,2021
PI605826A,44.2,protein,2021
PI605831C,44.2,protein,2021
PI615695,44.2,protein,2021
FC31952,44.3,protein,2021
PI62204,44.3,protein,2021
PI69993,44.3,protein,2021
PI70001,44.3,protein,2021
PI79739,44.3,protein,2021
PI81780,44.3,protein,2021
PI85505,44.3,protein,2021
PI86084,44.3,protein,2021
PI86504,44.3,protein,2021
PI87575,44.3,protein,2021
PI89066,44.3,protein,2021
PI89143,44.3,protein,2021
PI91100,44.3,protein,2021
PI91103,44.3,protein,2021
PI132206,44.3,protein,2021
PI132214,44.3,protein,2021
PI153211,44.3,protein,2021
PI153213,44.3,protein,2021
PI153281,44.3,protein,2021
PI157444,44.3,protein,2021
PI173994,44.3,protein,2021
PI181696,44.3,protein,2021
PI183930,44.3,protein,2021
PI187155,44.3,protein,2021
PI189866,44.3,protein,2021
PI189874,44.3,protein,2021
PI189969,44.3,protein,2021
PI200490,44.3,protein,2021
PI200507,44.3,protein,2021
PI200515,44.3,protein,2021
PI205384,44.3,protein,2021
PI219782,44.3,protein,2021
PI226588,44.3,protein,2021
PI227322,44.3,protein,2021
PI230970,44.3,protein,2021
PI253655,44.3,protein,2021
PI290155,44.3,protein,2021
PI291323,44.3,protein,2021
PI297499,44.3,protein,2021
PI339866,44.3,protein,2021
PI339983,44.3,protein,2021
PI342436,44.3,protein,2021
PI347542,44.3,protein,2021
PI361091,44.3,protein,2021
PI374207,44.3,protein,2021
PI376844,44.3,protein,2021
PI379622,44.3,protein,2021
PI398221,44.3,protein,2021
PI398247,44.3,protein,2021
PI398261,44.3,protein,2021
PI398267,44.3,protein,2021
PI398311,44.3,protein,2021
PI398364,44.3,protein,2021
PI398379,44.3,protein,2021
PI398471,44.3,protein,2021
PI398476,44.3,protein,2021
PI398524,44.3,protein,2021
PI398545,44.3,protein,2021
PI398801,44.3,protein,2021
PI398810,44.3,protein,2021
PI398889,44.3,protein,2021
PI398890,44.3,protein,2021
PI398925,44.3,protein,2021
PI398992,44.3,protein,2021
PI399020,44.3,protein,2021
PI399053,44.3,protein,2021
PI399055,44.3,protein,2021
PI399070,44.3,protein,2021
PI399106,44.3,protein,2021
PI404154,44.3,protein,2021
PI404190,44.3,protein,2021
PI407028,44.3,protein,2021
PI407238,44.3,protein,2021
PI407712,44.3,protein,2021
PI407747,44.3,protein,2021
PI407776,44.3,protein,2021
PI407829,44.3,protein,2021
PI407858,44.3,protein,2021
PI407873,44.3,protein,2021
PI408071,44.3,protein,2021
PI408099,44.3,protein,2021
PI408099,44.3,protein,2021
PI408114,44.3,protein,2021
PI408187,44.3,protein,2021
PI408193,44.3,protein,2021
PI408331,44.3,protein,2021
PI416747,44.3,protein,2021
PI416753,44.3,protein,2021
PI416755,44.3,protein,2021
PI416883,44.3,protein,2021
PI416884,44.3,protein,2021
PI416898,44.3,protein,2021
PI416915,44.3,protein,2021
PI416947,44.3,protein,2021
PI416988,44.3,protein,2021
PI416994,44.3,protein,2021
PI417009,44.3,protein,2021
PI417035,44.3,protein,2021
PI417104,44.3,protein,2021
PI417148,44.3,protein,2021
PI417240,44.3,protein,2021
PI417267,44.3,protein,2021
PI417320,44.3,protein,2021
PI417434,44.3,protein,2021
PI417439,44.3,protein,2021
PI417480,44.3,protein,2021
PI417516,44.3,protein,2021
PI417539,44.3,protein,2021
PI417557,44.3,protein,2021
PI417577,44.3,protein,2021
PI423707,44.3,protein,2021
PI423784,44.3,protein,2021
PI423875,44.3,protein,2021
PI423969,44.3,protein,2021
PI423975,44.3,protein,2021
PI424071,44.3,protein,2021
PI424211,44.3,protein,2021
PI424303,44.3,protein,2021
PI424318,44.3,protein,2021
PI424373,44.3,protein,2021
PI424398,44.3,protein,2021
PI424492,44.3,protein,2021
PI427143,44.3,protein,2021
PI429329,44.3,protein,2021
PI436563,44.3,protein,2021
PI437114,44.3,protein,2021
PI437115,44.3,protein,2021
PI437120,44.3,protein,2021
PI437170,44.3,protein,2021
PI437171,44.3,protein,2021
PI437309,44.3,protein,2021
PI437312,44.3,protein,2021
PI437565,44.3,protein,2021
PI437600,44.3,protein,2021
PI437607,44.3,protein,2021
PI437683,44.3,protein,2021
PI437696,44.3,protein,2021
PI437795,44.3,protein,2021
PI437823,44.3,protein,2021
PI437858,44.3,protein,2021
PI437913,44.3,protein,2021
PI437927,44.3,protein,2021
PI437928,44.3,protein,2021
PI437939,44.3,protein,2021
PI437963,44.3,protein,2021
PI437990,44.3,protein,2021
PI438000,44.3,protein,2021
PI438043,44.3,protein,2021
PI438054,44.3,protein,2021
PI438076,44.3,protein,2021
PI438086,44.3,protein,2021
PI438154,44.3,protein,2021
PI438178,44.3,protein,2021
PI438183,44.3,protein,2021
PI438220,44.3,protein,2021
PI438277,44.3,protein,2021
PI438296,44.3,protein,2021
PI438361,44.3,protein,2021
PI438457,44.3,protein,2021
PI438495,44.3,protein,2021
PI445790,44.3,protein,2021
PI449459,44.3,protein,2021
PI458035,44.3,protein,2021
PI458088,44.3,protein,2021
PI458098,44.3,protein,2021
PI458132,44.3,protein,2021
PI458143,44.3,protein,2021
PI458147,44.3,protein,2021
PI458165,44.3,protein,2021
PI458176,44.3,protein,2021
PI458194,44.3,protein,2021
PI458216,44.3,protein,2021
PI464881,44.3,protein,2021
PI464924,44.3,protein,2021
PI467326,44.3,protein,2021
PI468905,44.3,protein,2021
PI468915,44.3,protein,2021
PI481688,44.3,protein,2021
PI481690,44.3,protein,2021
PI497957,44.3,protein,2021
PI497960,44.3,protein,2021
PI506512,44.3,protein,2021
PI506532,44.3,protein,2021
PI506561,44.3,protein,2021
PI506667,44.3,protein,2021
PI506704,44.3,protein,2021
PI506709,44.3,protein,2021
PI506763,44.3,protein,2021
PI506905,44.3,protein,2021
PI507163,44.3,protein,2021
PI507330,44.3,protein,2021
PI507381,44.3,protein,2021
PI507461,44.3,protein,2021
PI507484,44.3,protein,2021
PI507493,44.3,protein,2021
PI507526,44.3,protein,2021
PI507624,44.3,protein,2021
PI507688,44.3,protein,2021
PI507710,44.3,protein,2021
PI507747,44.3,protein,2021
PI507773,44.3,protein,2021
PI508266,44.3,protein,2021
PI518711,44.3,protein,2021
PI518754,44.3,protein,2021
PI518833,44.3,protein,2021
PI522221,44.3,protein,2021
PI522223,44.3,protein,2021
PI532448,44.3,protein,2021
PI538378,44.3,protein,2021
PI538403,44.3,protein,2021
PI539862,44.3,protein,2021
PI542042,44.3,protein,2021
PI547460,44.3,protein,2021
PI548395,44.3,protein,2021
PI548398,44.3,protein,2021
PI548409,44.3,protein,2021
PI548485,44.3,protein,2021
PI548541,44.3,protein,2021
PI548597,44.3,protein,2021
PI548985,44.3,protein,2021
PI561232,44.3,protein,2021
PI561378,44.3,protein,2021
PI561400,44.3,protein,2021
PI561702,44.3,protein,2021
PI564849,44.3,protein,2021
PI566958,44.3,protein,2021
PI566969,44.3,protein,2021
PI567184,44.3,protein,2021
PI567221,44.3,protein,2021
PI567268,44.3,protein,2021
PI567304,44.3,protein,2021
PI567347,44.3,protein,2021
PI567423,44.3,protein,2021
PI567442,44.3,protein,2021
PI567741,44.3,protein,2021
PI574477,44.3,protein,2021
PI578389,44.3,protein,2021
PI79732-4,44.3,protein,2021
PI80471-1,44.3,protein,2021
PI82184S,44.3,protein,2021
PI86134-3,44.3,protein,2021
PI88302-2,44.3,protein,2021
PI90479-1,44.3,protein,2021
PI91725-2,44.3,protein,2021
PI93565A,44.3,protein,2021
PI317334A,44.3,protein,2021
PI339864A,44.3,protein,2021
PI361066B,44.3,protein,2021
PI384469C,44.3,protein,2021
PI393541B,44.3,protein,2021
PI407786B,44.3,protein,2021
PI407959B,44.3,protein,2021
PI408067A,44.3,protein,2021
PI408084B,44.3,protein,2021
PI408092B,44.3,protein,2021
PI408131A,44.3,protein,2021
PI408135B,44.3,protein,2021
PI408181D,44.3,protein,2021
PI408196B,44.3,protein,2021
PI408209B,44.3,protein,2021
PI408222B,44.3,protein,2021
PI408234B,44.3,protein,2021
PI408248B,44.3,protein,2021
PI408248B,44.3,protein,2021
PI408259A,44.3,protein,2021
PI408270B,44.3,protein,2021
PI408272C,44.3,protein,2021
PI408296B,44.3,protein,2021
PI423753B,44.3,protein,2021
PI423753A,44.3,protein,2021
PI423814A,44.3,protein,2021
PI424234A,44.3,protein,2021
PI424274B,44.3,protein,2021
PI424335B,44.3,protein,2021
PI424521A,44.3,protein,2021
PI427088G,44.3,protein,2021
PI437200A,44.3,protein,2021
PI437381A,44.3,protein,2021
PI437408B,44.3,protein,2021
PI437408A,44.3,protein,2021
PI437615C,44.3,protein,2021
PI437622A,44.3,protein,2021
PI437843A,44.3,protein,2021
PI437844A,44.3,protein,2021
PI437844B,44.3,protein,2021
PI437877C,44.3,protein,2021
PI437920C,44.3,protein,2021
PI437934A,44.3,protein,2021
PI438340A,44.3,protein,2021
PI449460A,44.3,protein,2021
PI458070C,44.3,protein,2021
PI458169A,44.3,protein,2021
PI458175C,44.3,protein,2021
PI506581C,44.3,protein,2021
PI507718A,44.3,protein,2021
PI509091B,44.3,protein,2021
PI561318A,44.3,protein,2021
PI561319A,44.3,protein,2021
PI561379B,44.3,protein,2021
PI522194B,44.3,protein,2021
PI587847,44.3,protein,2021
PI587621,44.3,protein,2021
PI587584,44.3,protein,2021
PI587591,44.3,protein,2021
PI587571,44.3,protein,2021
PI567299B,44.3,protein,2021
PI567350A,44.3,protein,2021
PI567429A,44.3,protein,2021
PI567466A,44.3,protein,2021
PI567469A,44.3,protein,2021
PI567562A,44.3,protein,2021
PI567661A,44.3,protein,2021
PI567175B,44.3,protein,2021
PI434980B,44.3,protein,2021
PI578315A,44.3,protein,2021
PI567068B,44.3,protein,2021
PI578335B,44.3,protein,2021
PI592951,44.3,protein,2021
PI593958,44.3,protein,2021
PI594008,44.3,protein,2021
PI594013,44.3,protein,2021
PI594297,44.3,protein,2021
PI594653,44.3,protein,2021
PI594823,44.3,protein,2021
PI594878,44.3,protein,2021
PI594408,44.3,protein,2021
PI587579A,44.3,protein,2021
PI587601D,44.3,protein,2021
PI587841B,44.3,protein,2021
PI588015A,44.3,protein,2021
PI588023B,44.3,protein,2021
PI587583D,44.3,protein,2021
PI587643B,44.3,protein,2021
PI587736B,44.3,protein,2021
PI587815B,44.3,protein,2021
PI587558B,44.3,protein,2021
PI587625B,44.3,protein,2021
PI592911A,44.3,protein,2021
PI602991,44.3,protein,2021
PI603403,44.3,protein,2021
PI603499,44.3,protein,2021
PI603518,44.3,protein,2021
PI594014B,44.3,protein,2021
PI594401A,44.3,protein,2021
PI594635B,44.3,protein,2021
PI594670B,44.3,protein,2021
PI594820C,44.3,protein,2021
PI594885B,44.3,protein,2021
PI594899B,44.3,protein,2021
PI612609,44.3,protein,2021
PI603530C,44.3,protein,2021
PI603539A,44.3,protein,2021
PI603585A,44.3,protein,2021
PI603750A,44.3,protein,2021
PI614832,44.3,protein,2021
FC31952,44.4,protein,2021
PI70208,44.4,protein,2021
PI81029,44.4,protein,2021
PI81774,44.4,protein,2021
PI82312,44.4,protein,2021
PI83942,44.4,protein,2021
PI84960,44.4,protein,2021
PI87614,44.4,protein,2021
PI88291,44.4,protein,2021
PI89055,44.4,protein,2021
PI91725,44.4,protein,2021
PI95769,44.4,protein,2021
PI132217,44.4,protein,2021
PI151249,44.4,protein,2021
PI153223,44.4,protein,2021
PI153239,44.4,protein,2021
PI157424,44.4,protein,2021
PI157452,44.4,protein,2021
PI157460,44.4,protein,2021
PI165914,44.4,protein,2021
PI170893,44.4,protein,2021
PI181699,44.4,protein,2021
PI189859,44.4,protein,2021
PI189918,44.4,protein,2021
PI189950,44.4,protein,2021
PI200450,44.4,protein,2021
PI200466,44.4,protein,2021
PI200520,44.4,protein,2021
PI200543,44.4,protein,2021
PI210178,44.4,protein,2021
PI210352,44.4,protein,2021
PI224268,44.4,protein,2021
PI227159,44.4,protein,2021
PI229316,44.4,protein,2021
PI229320,44.4,protein,2021
PI246369,44.4,protein,2021
PI290141,44.4,protein,2021
PI297521,44.4,protein,2021
PI303650,44.4,protein,2021
PI322691,44.4,protein,2021
PI322695,44.4,protein,2021
PI323577,44.4,protein,2021
PI339870,44.4,protein,2021
PI339997,44.4,protein,2021
PI340010,44.4,protein,2021
PI340023,44.4,protein,2021
PI342002,44.4,protein,2021
PI360840,44.4,protein,2021
PI361090,44.4,protein,2021
PI361108,44.4,protein,2021
PI372420,44.4,protein,2021
PI381673,44.4,protein,2021
PI398184,44.4,protein,2021
PI398211,44.4,protein,2021
PI398285,44.4,protein,2021
PI398298,44.4,protein,2021
PI398315,44.4,protein,2021
PI398399,44.4,protein,2021
PI398404,44.4,protein,2021
PI398507,44.4,protein,2021
PI398560,44.4,protein,2021
PI398579,44.4,protein,2021
PI398616,44.4,protein,2021
PI398772,44.4,protein,2021
PI398872,44.4,protein,2021
PI399026,44.4,protein,2021
PI404153,44.4,protein,2021
PI404161,44.4,protein,2021
PI404164,44.4,protein,2021
PI404195,44.4,protein,2021
PI407870,44.4,protein,2021
PI407901,44.4,protein,2021
PI407954,44.4,protein,2021
PI408080,44.4,protein,2021
PI408090,44.4,protein,2021
PI408119,44.4,protein,2021
PI408153,44.4,protein,2021
PI408165,44.4,protein,2021
PI408198,44.4,protein,2021
PI408213,44.4,protein,2021
PI408244,44.4,protein,2021
PI408275,44.4,protein,2021
PI416759,44.4,protein,2021
PI416796,44.4,protein,2021
PI416808,44.4,protein,2021
PI416901,44.4,protein,2021
PI416913,44.4,protein,2021
PI416938,44.4,protein,2021
PI416943,44.4,protein,2021
PI416950,44.4,protein,2021
PI416955,44.4,protein,2021
PI416991,44.4,protein,2021
PI417036,44.4,protein,2021
PI417074,44.4,protein,2021
PI417121,44.4,protein,2021
PI417143,44.4,protein,2021
PI417192,44.4,protein,2021
PI417206,44.4,protein,2021
PI417258,44.4,protein,2021
PI417283,44.4,protein,2021
PI417287,44.4,protein,2021
PI417288,44.4,protein,2021
PI417296,44.4,protein,2021
PI417346,44.4,protein,2021
PI417383,44.4,protein,2021
PI417420,44.4,protein,2021
PI417435,44.4,protein,2021
PI417455,44.4,protein,2021
PI417526,44.4,protein,2021
PI417529,44.4,protein,2021
PI423829,44.4,protein,2021
PI423832,44.4,protein,2021
PI423841,44.4,protein,2021
PI423876,44.4,protein,2021
PI423917,44.4,protein,2021
PI423940,44.4,protein,2021
PI424001,44.4,protein,2021
PI424185,44.4,protein,2021
PI424224,44.4,protein,2021
PI424311,44.4,protein,2021
PI424425,44.4,protein,2021
PI424457,44.4,protein,2021
PI424483,44.4,protein,2021
PI424486,44.4,protein,2021
PI430626,44.4,protein,2021
PI437103,44.4,protein,2021
PI437119,44.4,protein,2021
PI437149,44.4,protein,2021
PI437163,44.4,protein,2021
PI437164,44.4,protein,2021
PI437535,44.4,protein,2021
PI437561,44.4,protein,2021
PI437590,44.4,protein,2021
PI437596,44.4,protein,2021
PI437599,44.4,protein,2021
PI437687,44.4,protein,2021
PI437748,44.4,protein,2021
PI437771,44.4,protein,2021
PI437810,44.4,protein,2021
PI438104,44.4,protein,2021
PI438120,44.4,protein,2021
PI438338,44.4,protein,2021
PI438404,44.4,protein,2021
PI438409,44.4,protein,2021
PI438424,44.4,protein,2021
PI445796,44.4,protein,2021
PI458031,44.4,protein,2021
PI458040,44.4,protein,2021
PI458041,44.4,protein,2021
PI458057,44.4,protein,2021
PI458078,44.4,protein,2021
PI458148,44.4,protein,2021
PI458151,44.4,protein,2021
PI458210,44.4,protein,2021
PI458233,44.4,protein,2021
PI458290,44.4,protein,2021
PI464870,44.4,protein,2021
PI467342,44.4,protein,2021
PI471930,44.4,protein,2021
PI476883,44.4,protein,2021
PI479712,44.4,protein,2021
PI481690,44.4,protein,2021
PI482601,44.4,protein,2021
PI483465,44.4,protein,2021
PI504485,44.4,protein,2021
PI506566,44.4,protein,2021
PI506629,44.4,protein,2021
PI506695,44.4,protein,2021
PI506747,44.4,protein,2021
PI506914,44.4,protein,2021
PI506947,44.4,protein,2021
PI506957,44.4,protein,2021
PI506970,44.4,protein,2021
PI506976,44.4,protein,2021
PI506991,44.4,protein,2021
PI507008,44.4,protein,2021
PI507009,44.4,protein,2021
PI507111,44.4,protein,2021
PI507136,44.4,protein,2021
PI507140,44.4,protein,2021
PI507222,44.4,protein,2021
PI507249,44.4,protein,2021
PI507266,44.4,protein,2021
PI507299,44.4,protein,2021
PI507346,44.4,protein,2021
PI507360,44.4,protein,2021
PI507539,44.4,protein,2021
PI507693,44.4,protein,2021
PI507698,44.4,protein,2021
PI507774,44.4,protein,2021
PI507790,44.4,protein,2021
PI508266,44.4,protein,2021
PI511866,44.4,protein,2021
PI518286,44.4,protein,2021
PI522233,44.4,protein,2021
PI547412,44.4,protein,2021
PI548272,44.4,protein,2021
PI548320,44.4,protein,2021
PI548332,44.4,protein,2021
PI548470,44.4,protein,2021
PI548493,44.4,protein,2021
PI548518,44.4,protein,2021
PI548662,44.4,protein,2021
PI548986,44.4,protein,2021
PI549037,44.4,protein,2021
PI549061,44.4,protein,2021
PI555453,44.4,protein,2021
PI561322,44.4,protein,2021
PI561334,44.4,protein,2021
PI567442,44.4,protein,2021
PI567764,44.4,protein,2021
PI567778,44.4,protein,2021
PI567789,44.4,protein,2021
PI54615-1,44.4,protein,2021
PI81037-3,44.4,protein,2021
PI83881A,44.4,protein,2021
PI83945-1,44.4,protein,2021
PI88490-2,44.4,protein,2021
PI89061N,44.4,protein,2021
PI94159B,44.4,protein,2021
PI339863B,44.4,protein,2021
PI339863A,44.4,protein,2021
PI355067S,44.4,protein,2021
PI358315C,44.4,protein,2021
PI358321B,44.4,protein,2021
PI372404C,44.4,protein,2021
PI407659A,44.4,protein,2021
PI407778A,44.4,protein,2021
PI408055D,44.4,protein,2021
PI408092A,44.4,protein,2021
PI408092C,44.4,protein,2021
PI408124C,44.4,protein,2021
PI408217B,44.4,protein,2021
PI408221B,44.4,protein,2021
PI408222C,44.4,protein,2021
PI408281A,44.4,protein,2021
PI408308A,44.4,protein,2021
PI408327A,44.4,protein,2021
PI423830B,44.4,protein,2021
PI424141B,44.4,protein,2021
PI424337-1,44.4,protein,2021
PI424474-1,44.4,protein,2021
PI424493A,44.4,protein,2021
PI437389A,44.4,protein,2021
PI437462A,44.4,protein,2021
PI437501B,44.4,protein,2021
PI437520B,44.4,protein,2021
PI437605C,44.4,protein,2021
PI437614B,44.4,protein,2021
PI437630B,44.4,protein,2021
PI437772A,44.4,protein,2021
PI437843B,44.4,protein,2021
PI438124B,44.4,protein,2021
PI438254A,44.4,protein,2021
PI438304A,44.4,protein,2021
PI438509A,44.4,protein,2021
PI442012A,44.4,protein,2021
PI442038B,44.4,protein,2021
PI458024B,44.4,protein,2021
PI458072A,44.4,protein,2021
PI458203B,44.4,protein,2021
PI475783A,44.4,protein,2021
PI475783B,44.4,protein,2021
PI561282A,44.4,protein,2021
PI561299B,44.4,protein,2021
PI561327D,44.4,protein,2021
PI424054B,44.4,protein,2021
PI468399B,44.4,protein,2021
PI507739A,44.4,protein,2021
PI587826,44.4,protein,2021
PI587829,44.4,protein,2021
PI587741,44.4,protein,2021
PI587706,44.4,protein,2021
PI587646,44.4,protein,2021
PI587569,44.4,protein,2021
PI587571,44.4,protein,2021
PI567403A,44.4,protein,2021
PI567417A,44.4,protein,2021
PI567562B,44.4,protein,2021
PI567660A,44.4,protein,2021
PI567682A,44.4,protein,2021
PI567682B,44.4,protein,2021
PI567261D,44.4,protein,2021
PI567273A,44.4,protein,2021
PI434973B,44.4,protein,2021
PI566964A,44.4,protein,2021
PI567071A,44.4,protein,2021
PI592909,44.4,protein,2021
PI592910,44.4,protein,2021
PI592946,44.4,protein,2021
PI593941,44.4,protein,2021
PI594153,44.4,protein,2021
PI594579,44.4,protein,2021
PI594806,44.4,protein,2021
PI594856,44.4,protein,2021
PI587565A,44.4,protein,2021
PI587788A,44.4,protein,2021
PI587976D,44.4,protein,2021
PI587553B,44.4,protein,2021
PI587601B,44.4,protein,2021
PI587844C,44.4,protein,2021
PI587595C,44.4,protein,2021
PI588050A,44.4,protein,2021
PI587560A,44.4,protein,2021
PI587825B,44.4,protein,2021
PI588026C,44.4,protein,2021
PI587814G,44.4,protein,2021
PI587986B,44.4,protein,2021
PI587986A,44.4,protein,2021
PI578353B,44.4,protein,2021
PI602451,44.4,protein,2021
PI603484,44.4,protein,2021
PI603488,44.4,protein,2021
PI603542,44.4,protein,2021
PI606410,44.4,protein,2021
PI593999B,44.4,protein,2021
PI594461B,44.4,protein,2021
PI594603A,44.4,protein,2021
PI594603B,44.4,protein,2021
PI594627A,44.4,protein,2021
PI594682A,44.4,protein,2021
PI603438C,44.4,protein,2021
PI603438B,44.4,protein,2021
PI603548A,44.4,protein,2021
PI603724D,44.4,protein,2021
PI603587B,44.4,protein,2021
PI603698H,44.4,protein,2021
PI605841A,44.4,protein,2021
PI56563,44.5,protein,2021
PI60296,44.5,protein,2021
PI70243,44.5,protein,2021
PI80459,44.5,protein,2021
PI82326,44.5,protein,2021
PI84807,44.5,protein,2021
PI88797,44.5,protein,2021
PI88823,44.5,protein,2021
PI90305,44.5,protein,2021
PI92645,44.5,protein,2021
PI95887,44.5,protein,2021
PI96169,44.5,protein,2021
PI153208,44.5,protein,2021
PI157395,44.5,protein,2021
PI157443,44.5,protein,2021
PI157454,44.5,protein,2021
PI157472,44.5,protein,2021
PI159095,44.5,protein,2021
PI181569,44.5,protein,2021
PI189867,44.5,protein,2021
PI189903,44.5,protein,2021
PI194641,44.5,protein,2021
PI194643,44.5,protein,2021
PI201423,44.5,protein,2021
PI222397,44.5,protein,2021
PI224273,44.5,protein,2021
PI229346,44.5,protein,2021
PI243531,44.5,protein,2021
PI243538,44.5,protein,2021
PI281850,44.5,protein,2021
PI290122,44.5,protein,2021
PI339992,44.5,protein,2021
PI340013,44.5,protein,2021
PI340040,44.5,protein,2021
PI340050,44.5,protein,2021
PI342438,44.5,protein,2021
PI347561,44.5,protein,2021
PI355067,44.5,protein,2021
PI374169,44.5,protein,2021
PI378663,44.5,protein,2021
PI383276,44.5,protein,2021
PI384470,44.5,protein,2021
PI393547,44.5,protein,2021
PI398213,44.5,protein,2021
PI398223,44.5,protein,2021
PI398229,44.5,protein,2021
PI398253,44.5,protein,2021
PI398254,44.5,protein,2021
PI398334,44.5,protein,2021
PI398343,44.5,protein,2021
PI398366,44.5,protein,2021
PI398378,44.5,protein,2021
PI398381,44.5,protein,2021
PI398391,44.5,protein,2021
PI398398,44.5,protein,2021
PI398402,44.5,protein,2021
PI398465,44.5,protein,2021
PI398571,44.5,protein,2021
PI398646,44.5,protein,2021
PI398648,44.5,protein,2021
PI398693,44.5,protein,2021
PI398727,44.5,protein,2021
PI398769,44.5,protein,2021
PI398791,44.5,protein,2021
PI398815,44.5,protein,2021
PI398862,44.5,protein,2021
PI398980,44.5,protein,2021
PI404159,44.5,protein,2021
PI407150,44.5,protein,2021
PI407264,44.5,protein,2021
PI407860,44.5,protein,2021
PI407894,44.5,protein,2021
PI407904,44.5,protein,2021
PI407943,44.5,protein,2021
PI408014,44.5,protein,2021
PI408060,44.5,protein,2021
PI408254,44.5,protein,2021
PI408266,44.5,protein,2021
PI408267,44.5,protein,2021
PI408278,44.5,protein,2021
PI408279,44.5,protein,2021
PI408338,44.5,protein,2021
PI416792,44.5,protein,2021
PI416859,44.5,protein,2021
PI416870,44.5,protein,2021
PI416933,44.5,protein,2021
PI417004,44.5,protein,2021
PI417050,44.5,protein,2021
PI417109,44.5,protein,2021
PI417110,44.5,protein,2021
PI417185,44.5,protein,2021
PI417189,44.5,protein,2021
PI417243,44.5,protein,2021
PI417281,44.5,protein,2021
PI417284,44.5,protein,2021
PI417439,44.5,protein,2021
PI417453,44.5,protein,2021
PI417463,44.5,protein,2021
PI417470,44.5,protein,2021
PI417520,44.5,protein,2021
PI417564,44.5,protein,2021
PI423745,44.5,protein,2021
PI423792,44.5,protein,2021
PI423825,44.5,protein,2021
PI423913,44.5,protein,2021
PI423931,44.5,protein,2021
PI423969,44.5,protein,2021
PI424173,44.5,protein,2021
PI424183,44.5,protein,2021
PI424240,44.5,protein,2021
PI424243,44.5,protein,2021
PI424290,44.5,protein,2021
PI424290,44.5,protein,2021
PI424369,44.5,protein,2021
PI424408,44.5,protein,2021
PI424430,44.5,protein,2021
PI430625,44.5,protein,2021
PI436565,44.5,protein,2021
PI437144,44.5,protein,2021
PI437229,44.5,protein,2021
PI437277,44.5,protein,2021
PI437324,44.5,protein,2021
PI437450,44.5,protein,2021
PI437454,44.5,protein,2021
PI437560,44.5,protein,2021
PI437580,44.5,protein,2021
PI437580,44.5,protein,2021
PI437583,44.5,protein,2021
PI437625,44.5,protein,2021
PI437652,44.5,protein,2021
PI437780,44.5,protein,2021
PI437781,44.5,protein,2021
PI437791,44.5,protein,2021
PI437805,44.5,protein,2021
PI437833,44.5,protein,2021
PI437836,44.5,protein,2021
PI437944,44.5,protein,2021
PI438030,44.5,protein,2021
PI438035,44.5,protein,2021
PI438049,44.5,protein,2021
PI438053,44.5,protein,2021
PI438062,44.5,protein,2021
PI438078,44.5,protein,2021
PI438082,44.5,protein,2021
PI438159,44.5,protein,2021
PI438208,44.5,protein,2021
PI438214,44.5,protein,2021
PI438223,44.5,protein,2021
PI438232,44.5,protein,2021
PI438274,44.5,protein,2021
PI438347,44.5,protein,2021
PI458046,44.5,protein,2021
PI458058,44.5,protein,2021
PI458066,44.5,protein,2021
PI458076,44.5,protein,2021
PI458121,44.5,protein,2021
PI458177,44.5,protein,2021
PI458225,44.5,protein,2021
PI467316,44.5,protein,2021
PI467333,44.5,protein,2021
PI471936,44.5,protein,2021
PI471939,44.5,protein,2021
PI495020,44.5,protein,2021
PI504482,44.5,protein,2021
PI506520,44.5,protein,2021
PI506573,44.5,protein,2021
PI506577,44.5,protein,2021
PI506587,44.5,protein,2021
PI506804,44.5,protein,2021
PI506809,44.5,protein,2021
PI506809,44.5,protein,2021
PI506956,44.5,protein,2021
PI506986,44.5,protein,2021
PI507013,44.5,protein,2021
PI507141,44.5,protein,2021
PI507223,44.5,protein,2021
PI507282,44.5,protein,2021
PI507350,44.5,protein,2021
PI507426,44.5,protein,2021
PI507489,44.5,protein,2021
PI507510,44.5,protein,2021
PI507542,44.5,protein,2021
PI507548,44.5,protein,2021
PI518825,44.5,protein,2021
PI533604,44.5,protein,2021
PI536637,44.5,protein,2021
PI539862,44.5,protein,2021
PI542046,44.5,protein,2021
PI542711,44.5,protein,2021
PI548327,44.5,protein,2021
PI548354,44.5,protein,2021
PI548361,44.5,protein,2021
PI548487,44.5,protein,2021
PI548523,44.5,protein,2021
PI548550,44.5,protein,2021
PI548606,44.5,protein,2021
PI548649,44.5,protein,2021
PI548655,44.5,protein,2021
PI548981,44.5,protein,2021
PI549028,44.5,protein,2021
PI549066,44.5,protein,2021
PI561288,44.5,protein,2021
PI561408,44.5,protein,2021
PI567297,44.5,protein,2021
PI567413,44.5,protein,2021
PI567437,44.5,protein,2021
PI567513,44.5,protein,2021
PI567763,44.5,protein,2021
PI568236,44.5,protein,2021
PI81037-5,44.5,protein,2021
PI86026-1,44.5,protein,2021
PI88302-2,44.5,protein,2021
PI91121-2,44.5,protein,2021
PI323586B,44.5,protein,2021
PI347563B,44.5,protein,2021
PI358317B,44.5,protein,2021
PI378656B,44.5,protein,2021
PI404169A,44.5,protein,2021
PI407708A,44.5,protein,2021
PI408032B,44.5,protein,2021
PI408068C,44.5,protein,2021
PI408124B,44.5,protein,2021
PI408140A,44.5,protein,2021
